"","X35078","X35079","X35080","X35081","X35082","X35083","X35084","X35085","X35086","X35087","X35088","X35089","X35092","X35093","X35094","X35096","X35097","X35098","X35099","X35106","X35108","X35110","X35112","X35117","X35122","X35127","X35132","X35136","X35140","X35144","X35148","X35152","X35157","X35162","X35167","X35171","X35176","X35181","X35186","X35191","X35196","X35201","X35205","X35211","X35215","X35222","X35225","X35229","X35233","X35237","X35253","X35257","X35261","X35268","X35272","X35276","X35280","X35284","X35288","X35291","X35294","X35297","X35302","X35305","X35306","X35307","X35308","X35310","X35448","X35454","X35460","X35578","X35586","X35590","X35595","X35596","X35600","X35683","X35689","X35695","X35962","X36009","X36013","X36019","X36121","X36128","X36136","X36151","X36158","X36165","X10","X11","X12","X19","X24","X29","X33","X40","X45","X50"
"X1979M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -3.31000000",NA,"  3.70000000","-10.90000000","  4.70000000","  2.50000000",NA,NA,"113.17021688","104.57388672","  1.05390227"," -0.42016806",NA,NA,NA,NA,NA,NA,NA,"  0.20964360",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.00000000","  0.18160022",NA,NA,"  0.08676005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -9.00000000",NA,NA,NA,"  8.77000000","  0.35071292",NA,NA,NA,NA,"101.42832240","101.41506344","  8.58144287","101.90728021","100.53944329",NA,NA,NA,"  0.17065040"," -0.98039216",NA," -3.88349515"," -6.40240534",NA," -0.31201248","  5.19110426","  5.67584481"," -0.48474054",NA,NA,NA,"172.00000000",NA,NA,NA,NA,NA,NA
"X1979M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -3.64000000",NA,"  4.70000000"," -8.90000000","  2.70000000"," 16.50000000",NA,NA,"111.73278421","104.04029511","  1.08557179"," -0.25316456",NA,NA,NA,NA,NA,NA,NA,"  0.20920503",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.00000000","  0.52959575",NA,NA,"  0.02642402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -9.00000000",NA,NA,NA,"  9.01000000","  0.40419201",NA,NA,NA,NA,"101.55638577","101.50298062","  8.38000054","102.06100774","101.14060756",NA,NA,NA,"  0.51107566"," -0.99009901",NA,"  1.01010101"," -7.27237249",NA," -2.34741784","  5.26853106","  5.49206503"," -0.22353397",NA,NA,NA,"169.03000000",NA,NA,NA,NA,NA,NA
"X1979M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -2.9700000",NA,"  4.7000000"," -6.9000000","  2.7000000","  5.5000000",NA,NA,"110.8700570","101.0350669","  1.0925686","  0.1692047",NA,NA,NA,NA,NA,NA,NA,"  0.5567154",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.3942181","  0.4808429",NA,NA,"  0.4408841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -9.0000000",NA,NA,NA,"  8.9800000","  0.8616893",NA,NA,NA,NA,"101.6868247","101.5932636","  8.4605775","102.1853607","101.6907161",NA,NA,NA,"  0.4237227","  2.0000000",NA,"  1.0000000","-11.2806958",NA,"  0.9615385","  4.9748393","  5.3420358"," -0.3671965",NA,NA,NA,"179.6800000",NA,NA,NA,NA,NA,NA
"X1979M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -3.9700000",NA,"  6.7000000","-11.9000000","  6.7000000","  3.5000000",NA,NA,"111.0532649","101.0552025","  1.0996557","  0.6756757",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.3926701","  0.4597755",NA,NA,"  0.3233941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -9.0000000",NA,NA,NA,"  8.7300000","  0.2049581",NA,NA,NA,NA,"101.7882510","101.6619595","  8.6888788","102.2583050","102.1623943",NA,NA,NA,"  1.1814413"," -0.9803922",NA,"  0.0000000","  0.1253862",NA,"  2.6984127","  5.0620174","  5.7135741"," -0.6515567",NA,NA,NA,"190.3800000",NA,NA,NA,NA,NA,NA
"X1979M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -3.6400000",NA,"  4.7000000","-11.9000000","  5.7000000","  4.5000000",NA,NA,"111.8562523"," 99.5249020","  1.1409312","  0.5033557",NA,NA,NA,NA,NA,NA,NA,"  0.8304498",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.9126467","  0.9433632",NA,NA,"  1.0053538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -9.0000000",NA,NA,NA,"  8.7700000","  0.3580816",NA,NA,NA,NA,"101.7956065","101.6786727","  8.6485903","102.2590759","102.5449879",NA,NA,NA,"  0.5004194","  1.9801980",NA,"  1.9801980"," -3.9753743",NA," -0.4636785","  5.4676041","  5.8135653"," -0.3459613",NA,NA,NA,"233.2300000",NA,NA,NA,NA,NA,NA
"X1979M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -1.97000000",NA,"  3.70000000","-10.90000000","  8.70000000","  2.50000000",NA,NA,"112.00589004"," 99.90244324","  1.09910697","  0.00000000",NA,NA,NA,NA,NA,NA,NA,"  0.06863418",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.77519381","  0.05898750",NA,NA,"  0.99726598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -9.00000000",NA,NA,NA,"  8.83000000","  0.15727542",NA,NA,NA,NA,"101.68156619","101.60875090","  8.50086594","102.17904918","102.82060889",NA,NA,NA,"  0.16597533"," -0.97087379",NA," -2.91262136"," 10.88489241",NA," -1.70807453","  6.12163660","  6.60435352"," -0.48271692",NA,NA,NA,"231.45000000",NA,NA,NA,NA,NA,NA
"X1979M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -5.3000000",NA,"  8.7000000"," -6.9000000"," -0.3000000","  2.5000000",NA,NA,"111.7657238"," 99.5047665","  1.1424099","  0.0000000",NA,NA,NA,NA,NA,NA,NA,"  1.0973937",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.1282051","  0.9432436",NA,NA,"  0.1079973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -8.0000000",NA,NA,NA,"  9.1800000","  0.3501737",NA,NA,NA,NA,"101.4374099","101.4192364","  8.0174044","102.0162208","102.9652503",NA,NA,NA,"  0.1657003","  1.9607843",NA,"  2.0000000"," -1.8346098",NA," -5.6872038","  6.1329489","  6.6960085"," -0.5630596",NA,NA,NA,"244.8700000",NA,NA,NA,NA,NA,NA
"X1979M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -2.63000000",NA,"  4.70000000"," -5.90000000","  2.70000000"," -3.50000000",NA,NA,"112.64249885"," 96.57504653","  1.15650040","  0.33388982",NA,NA,NA,NA,NA,NA,NA,"  0.20352781",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.12804098","  0.39965188",NA,NA,"  0.06462447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-10.00000000",NA,NA,NA,"  9.29000000","  0.36358116",NA,NA,NA,NA,"101.14045461","101.09105206","  7.89653897","101.79507404","102.95792235",NA,NA,NA,"  0.41356056"," -4.80769231",NA," -2.94117647","-10.79405181",NA," -1.50753769","  5.61584571","  6.35809226"," -0.74224655",NA,NA,NA,"299.12000000",NA,NA,NA,NA,NA,NA
"X1980M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -5.30000000",NA,"  8.70000000"," -8.90000000","  1.70000000"," -5.50000000",NA,NA,"111.68076395"," 95.81996407","  1.14716769","  0.91514143",NA,NA,NA,NA,NA,NA,NA,"  8.86932972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.51150895","  8.51439977",NA,NA," -0.07126149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.00000000",NA,NA,NA,"  9.41000000","  0.88989005",NA,NA,NA,NA,"100.79731776","100.65552377","  7.86968000","101.51619361","102.79937959",NA,NA,NA,"  3.37725849","  4.04040404",NA,"  4.04040404"," 31.99052575",NA," -0.34013605","  6.60467560","  6.73128448"," -0.12660888",NA,NA,NA,"385.01000000",NA,NA,NA,NA,NA,NA
"X1980M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -6.3000000",NA,"  9.7000000"," -8.9000000"," -0.3000000","  0.5000000",NA,NA,"111.2047600"," 96.9576216","  1.1303975","  0.9068425",NA,NA,NA,NA,NA,NA,NA,"  0.2487562",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.0178117","  0.4204330",NA,NA,"  1.0831451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-19.0000000",NA,NA,NA," 10.3700000","  0.4104297",NA,NA,NA,NA,"100.4244801","100.1935837","  7.9636864","101.1962661","102.5047951",NA,NA,NA,"  0.4780899"," -3.8834951",NA," -0.9708738","-28.7584147",NA,"  1.1945392","  6.5219874","  6.8101345"," -0.2881470",NA,NA,NA,"381.4800000",NA,NA,NA,NA,NA,NA
"X1980M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -7.6300000",NA,"  7.7000000","-10.9000000"," -4.3000000"," -5.5000000",NA,NA,"110.5704361","102.2029278","  1.0360654","  0.1633987",NA,NA,NA,NA,NA,NA,NA,"  0.9305211",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.8816121","  1.2110111",NA,NA,"  1.0249376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-20.0000000",NA,NA,NA," 11.4500000","  0.2519296",NA,NA,NA,NA,"100.0543147"," 99.7481313","  7.3593595","100.8470812","102.1071656",NA,NA,NA,"  0.4758151","  5.0505051",NA,"  0.9803922"," -6.3261991",NA," -7.5885329","  6.5399202","  6.9969955"," -0.4570753",NA,NA,NA,"321.5600000",NA,NA,NA," 83.0944084",NA,NA
"X1980M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -9.30000000",NA," 10.70000000","-14.90000000"," -2.30000000"," -5.50000000",NA,NA,"109.95778414","103.49160186","  1.10767059","  0.40783034",NA,NA,NA,NA,NA,NA,NA,"  0.06146282",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.99875156","  0.45813210",NA,NA,"  1.16927198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-25.00000000",NA,NA,NA," 10.59000000","  0.26648920",NA,NA,NA,NA," 99.72376968"," 99.34849108","  7.54737229","100.48163862","101.67030218",NA,NA,NA,"  0.39462885"," -3.84615385",NA," -1.94174757","  4.02787864",NA,"  2.55474453","  6.10876015","  6.16810156"," -0.05934141",NA,NA,NA,"317.27000000",NA,NA,NA," 82.82644288",NA,NA
"X1980M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-11.63000000",NA," 14.70000000","-17.90000000"," -2.30000000"," -3.50000000",NA,NA,"109.63886666"," 99.35374998","  1.12290925","  0.08123477",NA,NA,NA,NA,NA,NA,NA,"  1.16707616",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.24721879","  1.60284126",NA,NA,"  0.19555979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-26.00000000",NA,NA,NA,"  9.97000000","  0.33419740",NA,NA,NA,NA," 99.42391138"," 99.03360692","  7.77567358","100.11203684","101.26759776",NA,NA,NA,"  0.78616622","  1.00000000",NA,"  1.98019802"," -3.52777738",NA,"  3.02491103","  6.16709733","  6.51466788"," -0.34757055",NA,NA,NA,"323.09000000",NA,NA,NA," 82.55847731",NA,NA
"X1980M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-15.63000000",NA," 15.70000000","-23.90000000"," -7.30000000","-14.50000000",NA,NA,"109.41224801"," 97.66236527","  1.14330017","  0.24350649",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.00000000"," -0.19858760",NA,NA," -0.04177165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-27.00000000",NA,NA,NA,"  9.99000000","  0.34872112",NA,NA,NA,NA," 99.16334469"," 98.80883864","  7.99054539"," 99.75325270","100.96448672",NA,NA,NA," -0.07799549"," -0.99009901",NA," -2.91262136"," -1.23862395",NA,"  2.76338515","  6.12545745","  6.80016494"," -0.67470749",NA,NA,NA,"392.72000000",NA,NA,NA," 82.29051174",NA,NA
"X1980M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-16.63000000",NA," 16.70000000","-25.90000000"," -7.30000000","-10.50000000",NA,NA,"110.24245024"," 96.20253919","  1.13155881","  0.32388664",NA,NA,NA,NA,NA,NA,NA,"  6.86095933",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.86313194","  5.85070202",NA,NA,"  0.65302945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-27.00000000",NA,NA,NA,"  9.66000000","  0.08905922",NA,NA,NA,NA," 98.99046586"," 98.65955883","  8.07112232"," 99.42037321","100.79935199",NA,NA,NA,"  0.93675857"," -1.00000000",NA," -4.00000000"," -1.30313240",NA,"  1.00840336","  5.77991733","  6.31259484"," -0.53267752",NA,NA,NA,"372.37000000",NA,NA,NA," 81.76594936",NA,NA
"X1980M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-19.30000000",NA," 20.70000000","-29.90000000"," -7.30000000"," -9.50000000",NA,NA,"110.07128367"," 98.13555028","  1.12837224","  0.72639225",NA,NA,NA,NA,NA,NA,NA,"  0.11363636",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.48899755"," -0.09015576",NA,NA,"  0.47595697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-28.00000000",NA,NA,NA,"  9.67000000","  0.18373368",NA,NA,NA,NA," 98.91554434"," 98.55813814","  8.15169925"," 99.11940559","100.78553867",NA,NA,NA," -0.07733350"," -1.01010101",NA,"  4.16666667","  8.63004505",NA,"  0.99833611","  5.40292383","  5.97589125"," -0.57296743",NA,NA,NA,"386.52000000",NA,NA,NA," 81.24138698",NA,NA
"X1980M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-21.3000000",NA," 23.7000000","-32.9000000"," -7.3000000"," -7.5000000",NA,NA,"110.0864067"," 97.9593644","  1.1211948","  0.8012820",NA,NA,NA,NA,NA,NA,NA,"  0.8513053",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.7299270","  0.4521455",NA,NA,"  0.7331235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-28.0000000",NA,NA,NA," 10.2500000","  0.1960401",NA,NA,NA,NA," 98.9237456"," 98.4811019","  7.9905454"," 98.8561085","100.9032066",NA,NA,NA,"  0.1548005"," -3.0612245",NA," -3.0000000"," -3.3519517",NA," -1.9769357","  6.2240493","  6.3977390"," -0.1736896",NA,NA,NA,"412.8300000",NA,NA,NA," 80.7168246",NA,NA
"X1980M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-20.9700000",NA," 25.7000000","-32.9000000"," -4.3000000"," -5.5000000",NA,NA,"108.9407795","100.5065092","  1.0684644","  0.1589825",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4830918","  0.0000000",NA,NA,"  0.5900932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-29.0000000",NA,NA,NA," 10.2000000","  0.1689670",NA,NA,NA,NA," 98.9810529"," 98.4069204","  8.0711223"," 98.6319474","101.0797591",NA,NA,NA,"  0.2318334","  4.2105263",NA,"  1.0309278"," -7.0124338",NA,"  1.0084034","  6.4559752","  6.6708404"," -0.2148653",NA,NA,NA,"404.9100000",NA,NA,NA," 80.0924258",NA,NA
"X1980M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-23.64000000",NA," 29.70000000","-35.90000000"," -5.30000000","-13.50000000",NA,NA,"107.37795754","104.63932720","  1.05491157","  0.00000000",NA,NA,NA,NA,NA,NA,NA,"  0.05627461",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.12019230","  0.42335222",NA,NA,"  0.12637004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-30.00000000",NA,NA,NA," 10.46000000","  0.34462490",NA,NA,NA,NA," 99.03414593"," 98.32760330","  8.25913515"," 98.44436017","101.22898374",NA,NA,NA,"  0.46260820","  3.03030303",NA,"  1.02040816","  3.41231995",NA,"  2.32945092","  5.88829557","  6.16154327"," -0.27324770",NA,NA,NA,"406.73000000",NA,NA,NA," 79.46802706",NA,NA
"X1980M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-23.31000000",NA," 29.70000000","-36.90000000"," -3.30000000"," -6.50000000",NA,NA,"105.96254045","107.75530081","  1.03484899","  0.15873015",NA,NA,NA,NA,NA,NA,NA," -0.05624296",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.12004802","  0.32450230",NA,NA,"  0.09716847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-30.00000000",NA,NA,NA," 10.48000000","  0.25979711",NA,NA,NA,NA," 99.06505232"," 98.24412446","  8.04426334"," 98.29341481","101.28635874",NA,NA,NA,"  0.53721646"," -1.96078431",NA," -1.01010101"," -3.56927224",NA," -2.60162602","  6.03709240","  6.54302532"," -0.50593292",NA,NA,NA,"392.41000000",NA,NA,NA," 78.84362829",NA,NA
"X1981M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-25.6400000",NA," 31.7000000","-36.9000000"," -8.3000000","-11.5000000",NA,NA,"104.8468365","109.7839557","  0.9593851","  0.5546751",NA,NA,NA,NA,NA,NA,NA," 15.7006190",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.9592326"," 13.8686270",NA,NA,"  0.1541266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-32.0000000",NA,NA,NA," 10.4300000"," -0.3734387",NA,NA,NA,NA," 99.0681774"," 98.1619862","  8.1919877"," 98.1852173","101.2467482",NA,NA,NA,"  3.0534365"," -1.0000000",NA," -1.0204082"," -6.7763532",NA,"  1.8363940","  5.9305791","  5.6719703","  0.2586088","  7.3000000","  9.8000000"," 10.2000000","363.3100000",NA,NA,NA," 78.6298461",NA,NA
"X1981M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-23.97000000",NA," 31.70000000","-36.90000000"," -3.30000000"," -8.50000000",NA,NA,"102.77857482","117.61667773","  0.93516197","  0.78802207",NA,NA,NA,NA,NA,NA,NA,"  0.04863813",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.47505938","  0.28738983",NA,NA,"  0.41902929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-33.00000000",NA,NA,NA," 10.96000000","  0.12790416",NA,NA,NA,NA," 99.08721539"," 98.10258865","  8.40685952"," 98.13371677","101.13398281",NA,NA,NA,"  1.80265786","  3.03030303",NA,"  4.12371134"," 12.60157317",NA,"  2.62295082","  5.60924460","  5.61652044"," -0.00727584","  7.40000000"," 10.10000000"," 10.50000000","357.95000000",NA,NA,NA," 78.41606383",NA,NA
"X1981M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-26.64000000",NA," 32.70000000","-37.90000000"," -9.30000000"," -9.50000000",NA,NA,"102.51286522","117.43545794","  0.94661024","  0.78186083",NA,NA,NA,NA,NA,NA,NA,"  0.92367525",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.70921987","  1.04908174",NA,NA,"  0.66592266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-33.00000000",NA,NA,NA," 11.38000000","  0.36119356",NA,NA,NA,NA," 99.11774308"," 98.08274136","  8.28599413"," 98.13007723","100.97700813",NA,NA,NA,"  0.83877823"," -3.92156863",NA," -0.99009901"," -6.69096828",NA," -1.43769968","  6.22958549","  6.16057268","  0.06901282","  6.60000000","  9.70000000"," 10.40000000","375.10000000",NA,NA,NA," 78.20228160",NA,NA
"X1981M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-23.970000000",NA," 29.700000000","-37.900000000"," -4.300000000","-12.500000000",NA,NA,"102.136776270","120.531296021","  0.898190326","  0.698215670",NA,NA,NA,NA,NA,NA,NA,"  0.192678217",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.821596234","  0.087132359",NA,NA,"  0.907782821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-33.000000000",NA,NA,NA," 11.290000000","  0.263811916",NA,NA,NA,NA," 99.203167929"," 98.108019998","  8.500865937"," 98.171299972","100.791349535",NA,NA,NA,"  1.016626106","  1.020408163",NA,"  1.000000000"," -6.165792901",NA,"  2.593192869","  5.787671233","  5.793935850"," -0.006264617","  6.500000000"," 10.100000000"," 10.800000000","369.740000000",NA,NA,NA," 78.535180650",NA,NA
"X1981M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-24.97000000",NA," 30.70000000","-35.90000000"," -8.30000000","  3.50000000",NA,NA,"100.46324176","128.31871312","  0.85217025","  0.61633281",NA,NA,NA,NA,NA,NA,NA,"  1.10576920",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.46565775","  1.12434297",NA,NA,"  0.37975463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-33.00000000",NA,NA,NA," 11.90000000","  0.31629981",NA,NA,NA,NA," 99.31569363"," 98.17875040","  8.68887877"," 98.23523002","100.58568773",NA,NA,NA,"  1.37237823"," -1.01010101",NA," -0.99009901","  4.21500745",NA,"  2.21169036","  5.27637205","  5.33247028"," -0.05609823","  6.70000000"," 10.40000000"," 11.20000000","386.14000000",NA,NA,NA," 78.86807970",NA,NA
"X1981M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-24.30000000",NA," 33.70000000","-37.90000000"," -1.30000000"," -5.50000000",NA,NA," 99.72192311","132.99519048","  0.82783909"," -0.15313935",NA,NA,NA,NA,NA,NA,NA,"  0.04755119",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.23174971","  0.43937659",NA,NA,"  0.30290305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-34.00000000",NA,NA,NA," 11.43000000","  0.29048578",NA,NA,NA,NA," 99.44729366"," 98.29245563","  8.85003263"," 98.30800969","100.37052890",NA,NA,NA,"  0.72201830"," -1.02040816",NA,"  0.00000000"," -1.28017167",NA,"  1.85471406","  5.62187737","  5.86979561"," -0.24791824","  6.20000000"," 10.30000000"," 11.20000000","353.40000000",NA,NA,NA," 79.20097874",NA,NA
"X1981M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-22.63000000",NA," 33.70000000","-30.90000000"," -3.30000000"," -3.50000000",NA,NA," 99.74161956","136.47863756","  0.80515630","  0.84355828",NA,NA,NA,NA,NA,NA,NA,"  1.04562737",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.92485549","  1.54119835",NA,NA,"  0.89446518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-31.00000000",NA,NA,NA," 11.57000000","  2.04057285",NA,NA,NA,NA," 99.52349584"," 98.44273258","  8.67544928"," 98.36504505","100.16825907",NA,NA,NA,"  1.07527079","  2.06185567",NA,"  3.00000000"," 10.75094820",NA," -1.97268589","  5.15638832","  5.22499262"," -0.06860431","  5.10000000","  9.80000000"," 10.80000000","346.87000000",NA,NA,NA," 79.06677649",NA,NA
"X1981M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-20.9600000",NA," 30.7000000","-30.9000000"," -1.3000000"," -4.5000000",NA,NA," 99.1908000","139.8513392","  0.8148306","  0.1520913",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.2290951","  0.3902019",NA,NA,"  0.2336883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-31.0000000",NA,NA,NA," 12.1200000","  0.2753805",NA,NA,NA,NA," 99.5297427"," 98.5989750","  8.9171801"," 98.3865116","100.0036018",NA,NA,NA,"  1.0638303"," -3.0303030",NA," -3.8834951"," -8.8562461",NA,"  2.7863777","  4.5633864","  4.6929667"," -0.1295803","  5.1000000","  9.5000000"," 10.6000000","362.5300000",NA,NA,NA," 78.9325742",NA,NA
"X1981M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-20.6300000",NA," 28.7000000","-30.9000000"," -2.3000000"," -2.5000000",NA,NA,"101.4016859","131.6612115","  0.8534903","  0.9870919",NA,NA,NA,NA,NA,NA,NA,"  0.8466604",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.9142857","  0.8836641",NA,NA,"  0.9002617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-32.0000000",NA,NA,NA," 12.3000000","  0.2381275",NA,NA,NA,NA," 99.4664831"," 98.7461526","  8.1785582"," 98.3497593"," 99.8932834",NA,NA,NA," -0.1754473"," -2.0833333",NA,"  0.0000000"," -3.6540378",NA," -8.2831325","  5.6979545","  5.2808258","  0.4171287","  5.7000000","  9.9000000"," 11.1000000","349.8700000",NA,NA,NA," 78.7983720",NA,NA
"X1981M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-24.63000000",NA," 33.70000000","-31.90000000"," -8.30000000"," -9.50000000",NA,NA,"104.41070993","125.34368823","  0.88644896","  0.45112782",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.90600227"," -0.07705614",NA,NA,"  1.08742795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-29.00000000",NA,NA,NA," 12.10000000","  0.23294264",NA,NA,NA,NA," 99.38701355"," 98.87657456","  7.84282102"," 98.26225583"," 99.83304601",NA,NA,NA," -0.87872653","  5.31914894",NA,"  1.01010101"," -3.89887021",NA," -4.10509031","  6.28795181","  5.91405622","  0.37389558","  4.60000000","  9.50000000"," 10.70000000","347.03000000",NA,NA,NA," 78.43787176",NA,NA
