"","X27216","X27217","X27218","X27219","X27220","X27221","X27222","X27223","X27224","X27225","X27226","X27227","X27230","X27231","X27232","X27234","X27235","X27236","X27237","X27244","X27246","X27248","X27250","X27255","X27260","X27265","X27270","X27274","X27278","X27282","X27286","X27291","X27296","X27301","X27305","X27310","X27315","X27320","X27325","X27330","X27335","X27339","X27343","X27347","X27351","X27355","X27358","X27362","X27366","X27370","X27386","X27390","X27394","X27401","X27405","X27409","X27413","X27417","X27421","X27424","X27427","X27430","X27435","X27438","X27439","X27440","X27441","X27443","X27593","X27707","X27709","X27713","X27717","X27721","X27816","X28081","X28124","X28128","X28132","X28136","X28138","X28142","X28251","X28258","X28268","X28283","X28290","X28297","X7","X8","X9","X18","X23","X28","X32","X39","X44","X49"
"X1973M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 14.9400000",NA,"-10.1300000"," 18.2400000"," 16.9900000",NA," 75.2200000","  0.5200000","101.3877846"," 33.8498853","  3.2045269","  0.9186352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.1895321","  0.9951085",NA,"  0.5203262","  1.2838205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-19.0000000",NA,NA,NA,NA,"  1.8234891",NA,"102.2425204","101.7812719"," 96.1819148","105.0492363","102.7718809",NA,NA,NA,"  0.3554502",NA,"112.9350838",NA," 80.9189650","-18.3222063",NA," -1.1406844","  2.0107167","  2.3746090"," -0.3638923",NA,NA,NA," 58.8900000",NA,NA,NA,NA,NA,NA
"X1973M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 14.9400000",NA,"-15.6400000"," 17.0900000"," 12.4800000",NA," 70.3700000"," -8.3700000","102.1553996"," 34.7634529","  3.1851641","  1.6905072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.4106583","  6.0663992",NA,"  0.0000000","  0.9529692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-22.0000000",NA,NA,NA,NA,"  0.7248142",NA,"101.8872674","101.2471131"," 96.4266019","104.5521478","102.9657108",NA,NA,NA,"  3.0696576",NA,"102.9771148",NA," 74.8210048"," 32.1533145",NA,"-10.1923077","  2.4588813","  3.2664228"," -0.8075414",NA,NA,NA," 65.9500000",NA,NA,NA,NA,NA,NA
"X1974M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 11.9400000",NA,"-12.0900000"," 10.0400000"," 14.0000000",NA," 67.3400000"," -9.5000000","101.5780591"," 36.9392538","  2.9315128","  1.9181586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.6228748","  4.1380492",NA," -0.9629719","  1.3230721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-26.0000000",NA,NA,NA,NA,"  2.1279212",NA,"101.5153841","100.7097887"," 96.8158214","103.9804682","103.0809212",NA,NA,NA," -0.8018328",NA,"116.3325085",NA," 78.9831046","  8.2662705",NA," 10.2783726","  1.7743102","  2.5342858"," -0.7599755",NA,NA,NA," 82.6500000",NA,NA,NA,NA,NA,NA
"X1974M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7.9400000",NA," -9.3400000","  4.1900000"," 10.4300000",NA," 63.9500000","-16.9400000"," 98.7367422"," 37.4335322","  2.9954097","  1.6311167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2.1292776","  4.6629201",NA,"  1.2400838","  2.0535501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-26.0000000",NA,NA,NA,NA,"  0.7663007",NA,"101.0972440","100.2349311"," 97.3227007","103.3555987","103.1351714",NA,NA,NA," -4.2725173",NA,"105.6716240",NA," 71.4332491","-21.2476026",NA,"  1.9417476","  2.0370838","  3.1313850"," -1.0943012",NA,NA,NA,"100.0800000",NA,NA,NA,NA,NA,NA
"X1974M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.610000",NA," -7.550000"," -0.430000","  6.500000",NA," 64.140000","-18.840000","100.420377"," 36.466093","  3.111586","  2.345679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2.606106"," 15.066141",NA,"  0.000000","  1.564963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-26.000000",NA,NA,NA,NA,"  1.603541",NA,"100.617957"," 99.811246"," 97.904072","102.681749","103.138581",NA,NA,NA,"  5.186972",NA,"113.872304",NA," 75.692142","-11.302435",NA,"  3.238095","  2.438339","  3.618231"," -1.179892",NA,NA,NA,"100.680000",NA,NA,NA,NA,NA,NA
"X1974M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.6100000",NA," -7.4400000"," -7.3900000","  1.6200000",NA," 63.5700000","-21.4200000"," 98.9433533"," 36.3759275","  3.0631791","  1.6887817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.2336720","  1.5487366",NA,"  0.6111796","  1.0680534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-26.0000000",NA,NA,NA,NA,"  1.2310779",NA,"100.0741948"," 99.3895623"," 98.5276872","101.9462392","103.0881102",NA,NA,NA,"  0.5733945",NA,"111.9978632",NA," 78.5959326"," -5.0586418",NA,"  4.2435424","  2.4680080","  3.7516242"," -1.2836162",NA,NA,NA," 97.5300000",NA,NA,NA,NA,NA,NA
"X1974M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -3.3900000",NA," -2.9600000","-13.9400000","  0.9800000",NA," 59.0300000","-21.6600000"," 98.4010180"," 36.1625160","  3.0050910","  1.0083037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.4336918","  0.3647018",NA,"  1.5620578","  1.6684403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-27.0000000",NA,NA,NA,NA,"  2.2161161",NA," 99.4717383"," 98.9180673"," 99.1833273","101.1221055","102.9687908",NA,NA,NA," -1.1402509",NA,"114.6923724",NA," 84.4035138"," 18.3010817",NA," -9.0265487","  2.3986058","  3.3079848"," -0.9093790",NA,NA,NA," 92.2900000",NA,NA,NA,NA,NA,NA
"X1974M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-10.3900000",NA," -1.5800000","-23.4600000"," -9.1100000",NA," 57.1800000","-25.5400000"," 97.7572117"," 37.1970607","  2.9896009","  1.0569583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.4134276","  1.3874377",NA,"  0.1609698","  1.5206632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-29.0000000",NA,NA,NA,NA,"  2.0754470",NA," 98.8179653"," 98.3772498"," 99.8842225","100.2103999","102.7590328",NA,NA,NA,"  3.1141869",NA,"107.7803704",NA," 79.4670697"," 10.4590059",NA," -8.9494163","  2.3904229","  3.3099348"," -0.9195119",NA,NA,NA," 85.0800000",NA,NA,NA,NA,NA,NA
"X1974M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-14.3900000",NA,"  2.6700000","-27.1600000","-13.9000000",NA," 47.3400000","-24.4000000"," 99.6585203"," 36.8841392","  2.9992822","  2.4985474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2.0209059","  7.9930590",NA,"  1.1943253","  1.2805232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-32.0000000",NA,NA,NA,NA,"  1.5677658",NA," 98.1617491"," 97.7935733","100.6420784"," 99.2094986","102.4410167",NA,NA,NA," -5.5928412",NA,"113.9894570",NA," 85.4682370","-12.5126394",NA," -6.4102564","  3.3519956","  4.2622224"," -0.9102268",NA,NA,NA," 91.6100000",NA,NA,NA,NA,NA,NA
"X1974M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-20.0600000",NA," 12.3500000","-35.3700000","-12.9900000",NA," 42.2500000","-37.5100000","101.0295494"," 37.5059145","  2.9295765","  2.7777778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2.1857923","  1.0861423",NA,"  1.3365964","  2.1287342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-34.0000000",NA,NA,NA,NA,"  1.6525399",NA," 97.5406568"," 97.2332725","101.4332396"," 98.1457169","102.0022531",NA,NA,NA,"  0.0000000",NA," 69.8229356",NA," 41.6209988","  6.7977008",NA," -2.7397260","  2.2485352","  3.0459098"," -0.7973746",NA,NA,NA," 93.6100000",NA,NA,NA,NA,NA,NA
"X1974M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-31.73000000",NA," 25.07000000","-47.04000000","-22.62000000",NA," 37.90000000","-44.86000000","102.98514798"," 37.90868653","  2.93151278","  3.91616106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2.87433155","  0.74616112",NA,"  0.08319019","  2.79032147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-37.00000000",NA,NA,NA,NA,"  1.01174768",NA," 96.98229801"," 96.77435079","102.19832477"," 97.11391209","101.44488035",NA,NA,NA,"  1.18483412",NA,"109.06904874",NA," 82.46765338"," -4.60531585",NA,"-13.14553991","  2.62211896","  3.51530184"," -0.89318288",NA,NA,NA," 90.40000000",NA,NA,NA,NA,NA,NA
"X1974M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-37.7300000",NA," 26.9700000","-55.7200000","-29.8900000",NA," 28.3600000","-45.1100000","101.2810357"," 38.2028450","  2.9005325","  2.4946921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.8843405","  0.5036316",NA,"  1.0781603","  1.8444396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.0000000",NA,NA,NA,NA,"  1.0770608",NA," 96.5611899"," 96.5013525","102.8501937"," 96.2346596","100.8031453",NA,NA,NA," -5.5035129",NA,"112.2321683",NA," 85.7586161","-25.6917949",NA," -3.5135135","  2.8223805","  3.5917116"," -0.7693311",NA,NA,NA," 99.3100000",NA,NA,NA,NA,NA,NA
"X1974M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.06000000",NA," 36.40000000","-66.84000000","-32.05000000",NA," 21.94000000","-52.54000000","100.54488785"," 38.14515226","  2.91408635","  1.76074573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.91326531","  0.02947694",NA,"  2.79119541","  2.15289763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-38.00000000",NA,NA,NA,NA,"  2.67510346",NA," 96.34357171"," 96.46795202","103.33006105"," 95.60154604","100.12508449",NA,NA,NA,"  0.12391573",NA," 99.46253746",NA," 74.04666060"," -4.58602144",NA,"  7.56302521","  2.53827692","  3.09699822"," -0.55872131",NA,NA,NA,"107.71000000",NA,NA,NA,NA,NA,NA
"X1974M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.73000000",NA," 40.23000000","-65.73000000","-33.72000000",NA," 17.66000000","-52.61000000"," 99.31087071"," 37.87560058","  2.98185580","  1.22137405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.81351690","  0.02946825",NA,"  0.56000994","  0.76937397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-37.00000000",NA,NA,NA,NA,"  1.88795838",NA," 96.34632283"," 96.64594793","103.60859167"," 95.25628849"," 99.46092654",NA,NA,NA," -4.33168317",NA," 91.14470453",NA," 71.53004207"," -4.65686137",NA," -8.85416667","  3.15534190","  3.92224427"," -0.76690237",NA,NA,NA,"106.18000000",NA,NA,NA,NA,NA,NA
"X1975M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.4000000",NA," 42.0600000","-68.1100000","-25.4300000",NA," 12.6000000","-53.6800000"," 99.5443466"," 36.9426799","  3.0263900","  1.4580191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.3035382","  0.0000000",NA,"  1.1933385","  1.3868716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-35.0000000",NA,NA,NA,NA,"  0.8119898",NA," 96.5332531"," 96.9801496","103.7004788"," 95.1730373"," 98.8549693",NA,NA,NA," -0.7761966",NA," 97.5880962",NA," 71.3364560"," -1.1363624",NA," -2.8571429","  2.3975780","  2.9388165"," -0.5412385",NA,NA,NA," 98.8000000",NA,NA,NA,NA,NA,NA
"X1975M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.73000000",NA," 45.63000000","-68.57000000","-17.93000000",NA," 15.27000000","-55.68000000"," 99.89267379"," 36.53219061","  3.08254184","  0.94152626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.47058824","  0.08837867",NA,"  3.65471287","  1.76704808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-35.00000000",NA,NA,NA,NA," 11.44204282",NA," 96.80044273"," 97.40314972","103.61881226"," 95.28863877"," 98.34472253",NA,NA,NA,"  0.00000000",NA," 95.12789213",NA," 73.07873040"," 14.78349381",NA," 12.40840956","  2.69739396","  2.76639706"," -0.06900310",NA,NA,NA," 99.58000000",NA,NA,NA,NA,NA,NA
"X1975M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.73000000",NA," 41.51000000","-71.95000000","-17.43000000",NA," 11.59000000","-59.31000000"," 99.57984687"," 36.15556076","  3.06317914","  0.88365243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.12077295"," -0.11773418",NA,"  0.00000000"," -0.08549668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-33.00000000",NA,NA,NA,NA,"  0.85005199",NA," 97.04977073"," 97.86327937","103.37453901"," 95.53884768"," 97.95637521",NA,NA,NA,"  0.00000000",NA," 95.36219729",NA," 69.11021656"," 11.99372013",NA,"  2.21796183","  2.97427294","  3.30862114"," -0.33434821",NA,NA,NA," 98.85000000",NA,NA,NA,NA,NA,NA
"X1975M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.4000000",NA," 43.5000000","-69.1500000","-17.4100000",NA," 16.8200000","-57.7300000","100.9906231"," 36.2924650","  3.0573703","  1.4111922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.3268999","  0.1178730",NA,"  0.6826120","  1.4183503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-31.0000000",NA,NA,NA,NA,"  1.0024061",NA," 97.2484899"," 98.2965694","102.9989745"," 95.8793406"," 97.6937681",NA,NA,NA," -2.0860495",NA," 99.3453849",NA," 74.9177978"," -2.5982948",NA," -3.0034261","  2.7609910","  2.9488457"," -0.1878547",NA,NA,NA," 92.6900000",NA,NA,NA,NA,NA,NA
"X1975M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.0700000",NA," 41.8700000","-66.9100000","-19.6400000",NA," 17.9100000","-63.0900000","100.8756421"," 35.9184419","  3.0960957","  0.8637236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.8333333"," -0.4120698",NA,"  2.1539969","  0.9431231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-29.0000000",NA,NA,NA,NA,"  0.4401144",NA," 97.4185781"," 98.6451067","102.5324415"," 96.2876880"," 97.5505163",NA,NA,NA,"  1.4647137",NA," 93.3706035",NA," 69.4005956","-13.2594389",NA," -2.1364730","  2.7323198","  2.9476514"," -0.2153317",NA,NA,NA," 91.8200000",NA,NA,NA,NA,NA,NA
"X1975M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.7400000",NA," 40.5800000","-66.7100000","-26.5400000",NA," 19.1900000","-57.6200000","101.0438486"," 35.8249304","  3.0709242","  0.9514748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.7674144"," -0.1182214",NA,"  0.0000000","  0.7950844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-30.0000000",NA,NA,NA,NA,"  0.9596774",NA," 97.6246870"," 98.8770353","102.0144876"," 96.7344016"," 97.5127274",NA,NA,NA,"  0.9186352",NA," 97.2366385",NA," 74.2402466"," 14.1908247",NA," -5.9574618","  3.1296597","  3.4542999"," -0.3246402",NA,NA,NA," 92.6300000",NA,NA,NA,NA,NA,NA
"X1975M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.0700000",NA," 39.2500000","-68.2700000","-21.3100000",NA," 23.9500000","-59.9900000","101.6552496"," 37.1398378","  2.9102138","  0.5183789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4100762","  0.2367226",NA,"  0.5899450","  0.3933712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-30.0000000",NA,NA,NA,NA,"  0.7116677",NA," 97.9410660"," 99.0123604","101.4876977"," 97.2082849"," 97.5529957",NA,NA,NA," -1.3003901",NA,"101.2198261",NA," 78.4991395"," -4.7195739",NA," -8.9793632","  3.2564160","  3.2301919","  0.0262241",NA,NA,NA," 98.4100000",NA,NA,NA,NA,NA,NA
"X1975M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-37.0700000",NA," 32.2700000","-60.9800000","-17.9600000",NA," 32.4000000","-52.9100000","102.2639718"," 38.2757601","  2.8947236","  0.6563526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.6417736","  0.2952044",NA,"  0.4918910","  0.6696673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-30.0000000",NA,NA,NA,NA,"  0.7214630",NA," 98.3681453"," 99.0828306","101.0033425"," 97.7163992"," 97.6438481",NA,NA,NA,"  0.6587615",NA," 54.0073378",NA," 29.0379061"," -3.5143925",NA," -3.6994481","  2.5610487","  2.4353163","  0.1257324",NA,NA,NA," 94.5600000",NA,NA,NA,NA,NA,NA
"X1975M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-32.07000000",NA," 30.41000000","-56.36000000"," -9.58000000",NA," 30.69000000","-54.21000000","102.51451627"," 38.82488954","  2.81727285","  1.16441546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.81159420","  0.61810466",NA,"  0.00000000","  0.72227492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-31.00000000",NA,NA,NA,NA,"  0.96649107",NA," 98.86473135"," 99.12314459","100.60432085"," 98.23789027"," 97.76548618",NA,NA,NA," -1.43979056",NA,"100.51691065",NA," 77.24083027"," -9.42508167",NA,"  0.08203008","  2.90554185","  3.51940951"," -0.61386765",NA,NA,NA," 85.78000000",NA,NA,NA,NA,NA,NA
"X1975M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-26.0700000",NA," 24.0000000","-50.3600000"," -3.5800000",NA," 36.2200000","-50.9900000","102.1279130"," 38.8491468","  2.8772972","  1.1049724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.0925819","  0.3217802",NA,"  0.2125016","  1.1603563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-31.0000000",NA,NA,NA,NA,"  1.0757474",NA," 99.3529506"," 99.1665344","100.3206957"," 98.7305127"," 97.9099145",NA,NA,NA,"  1.9920319",NA,"107.4289127",NA," 80.0478279"," 20.5439467",NA," -3.9821172","  3.0674218","  3.3535179"," -0.2860961",NA,NA,NA," 84.5900000",NA,NA,NA,NA,NA,NA
"X1975M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-27.0700000",NA," 27.7300000","-54.4500000","  0.2900000",NA," 47.5200000","-44.3500000","102.7879827"," 38.8686890","  2.8288905","  1.0473588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.1376564","  0.2624303",NA,"  1.6964079","  1.2458034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-30.0000000",NA,NA,NA,NA," -0.1494821",NA," 99.7693536"," 99.2175641","100.1701040"," 99.1506367"," 98.0776367",NA,NA,NA,"  2.8645833",NA," 98.1738591",NA," 69.3038026"," -1.6489328",NA,"  1.6706576","  2.9479611","  3.2442312"," -0.2962701",NA,NA,NA," 83.4900000",NA,NA,NA,NA,NA,NA
"X1975M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-21.0700000",NA," 21.0600000","-41.1200000"," -0.6400000",NA," 57.6600000","-49.4000000","103.5488076"," 39.1202626","  2.8327630","  1.0365029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.7874016","  2.8212608",NA,"  0.0000000","  0.5260685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-29.0000000",NA,NA,NA,NA,"  0.9172745",NA,"100.0922319"," 99.2491019","100.1677014"," 99.4562049"," 98.2726264",NA,NA,NA," -0.2531646",NA," 95.4793499",NA," 66.4000120"," -7.2808131",NA,"  5.1814940","  3.4064310","  4.2221585"," -0.8157275",NA,NA,NA," 84.6800000",NA,NA,NA,NA,NA,NA
"X1976M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.0700000",NA," 18.4300000","-32.5700000"," -3.2400000",NA," 70.3900000","-39.5100000","100.6284207"," 40.1836823","  2.5771754","  1.3380910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.0602679","-10.7198676",NA,"  1.2884898","  2.0737447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-28.0000000",NA,NA,NA,NA,"  0.9662309",NA,"100.3522567"," 99.2231404","100.3290873"," 99.6162845"," 98.4954810",NA,NA,NA,"  3.2994924",NA,"101.3369787",NA," 62.9154633"," 22.4026124",NA,"  1.0283736","  2.5221432","  2.9769560"," -0.4548127",NA,NA,NA," 80.1200000",NA,NA,NA,NA,NA,NA
"X1976M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-12.0700000",NA,"  9.4100000","-22.8300000"," -4.0200000",NA," 79.0600000","-25.7200000"," 92.9361414"," 43.9280897","  2.5248961","  2.5968310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2.2087245","  0.2217652",NA,"  1.5987870","  2.2527975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-29.0000000",NA,NA,NA,NA,"  1.0633787",NA,"100.6007851"," 99.1127463","100.6395960"," 99.6751245"," 98.7466190",NA,NA,NA," -0.7371007",NA,"103.3285725",NA," 67.5615282","  7.8901426",NA,"  3.8325381","  2.4519250","  3.0492557"," -0.5973307",NA,NA,NA," 84.3700000",NA,NA,NA,NA,NA,NA
"X1976M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-11.4000000",NA," 10.5000000","-25.3900000","  1.3600000",NA," 75.0400000","-24.3300000"," 88.5278770"," 47.2915532","  2.3041613","  2.5740026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.9989195","  6.0518125",NA,"  0.0000000","  1.4994726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-30.0000000",NA,NA,NA,NA,"  1.0936043",NA,"100.8655492"," 98.9278720","101.0283614"," 99.6767606"," 99.0273229",NA,NA,NA," -0.4950495",NA,"112.9350838",NA," 72.4979723"," -4.9798484",NA," -6.0272754","  3.0419690","  3.7530944"," -0.7111254",NA,NA,NA," 85.9400000",NA,NA,NA,NA,NA,NA
"X1976M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-10.0700000",NA,"  9.1500000","-22.0500000","  1.4200000",NA," 70.5400000","-23.3300000"," 84.8218814"," 50.3552321","  2.1589411","  3.2204099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2.6483051","  8.7304095",NA,"  2.9094052","  1.9638821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-31.0000000",NA,NA,NA,NA,"  1.8822405",NA,"101.1256284"," 98.6976269","101.4047434"," 99.6650149"," 99.3385815",NA,NA,NA,"  2.6119403",NA,"111.0606425",NA," 69.2070096","  3.0182895",NA," -7.7872775","  2.6873667","  3.4928941"," -0.8055274",NA,NA,NA," 87.0700000",NA,NA,NA,NA,NA,NA
"X1976M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -7.4000000",NA,"  7.6600000","-22.7300000","  8.6600000",NA," 66.4300000","-18.8200000"," 88.9896275"," 49.0621472","  2.2944799","  1.6207455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2.0123839","  1.6173955",NA,"  2.0668352","  2.1697916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-32.0000000",NA,NA,NA,NA,"  7.3116195",NA,"101.3479670"," 98.4576389","101.6791601"," 99.6693245"," 99.6790413",NA,NA,NA,"  6.7878788",NA,"112.9350838",NA," 75.8857280"," -9.4574686",NA," -0.6625915","  3.1960966","  3.7904748"," -0.5943782",NA,NA,NA," 84.5200000",NA,NA,NA,NA,NA,NA
